"bird_id","dam","sire","social_male","social_male_dummy"
"L970443","X551619","P865483","P865483","P865483"
"L970444","X552276","X552356","X552356","X552356"
"L970448","X551619","12_C53","P865483","P865483"
"L970446","X551619","P865483","P865483","P865483"
"L970441","X552276","X552356","X552356","X552356"
"L970449","X551619","P865483","P865483","P865483"
"L970439","L852019","X551685","X551685","X551685"
"L970435","L852019","X551685","X551685","X551685"
"L970437","L852019","X551685","X551685","X551685"
"L970440","L852210","L969194","X551139","X551139"
"L970436","L852210","L969194","X551139","X551139"
"L970438","L852210","X551139","X551139","X551139"
"L970434","L852019","X551685","X551685","X551685"
"L970474","X552353","12_C55",NA,"12_A14bM"
"L970475","X552353","12_C55",NA,"12_A14bM"
"L970476","X552353","12_C55",NA,"12_A14bM"
"12_55L","L852122","L852126","L852126","L852126"
"12_55R","12_55F","12_C8",NA,"12_55M"
"12_55B","L852122","L852126","L852126","L852126"
"12_55LB","12_55F","12_C8",NA,"12_55M"
"12_55RB","12_55F","12_C8",NA,"12_55M"
"12_55LR","L852122","L852126","L852126","L852126"
"12_55A","L852122","L852126","L852126","L852126"
"12_55LT","12_55F","12_C8",NA,"12_55M"
"12_55RT","12_55F","12_C8",NA,"12_55M"
"12_55N","12_55F","12_C8",NA,"12_55M"
"L970527","X552150","X552343",NA,"12_123M"
"L970526","L969095","X552109","X552109","X552109"
"L970523","L969095","X552109","X552109","X552109"
"12_72LB","L969095","X552109","X552109","X552109"
"L970524","L969095","X552109","X552109","X552109"
"L970528","X552150","X552343",NA,"12_123M"
"L970525","L969095","X552109","X552109","X552109"
"L970529","L969095","X552109","X552109","X552109"
"L970519","X552229","X551012","X551012","X551012"
"L970518","X552229","X551012","X551012","X551012"
"L970520","X552260","P865490","P865490","P865490"
"L970517","X552260","P865490","P865490","P865490"
"L970522","X552260","P865490","P865490","P865490"
"L970521","X552260","P865490","P865490","P865490"
"L970516","X552229","X551012","X551012","X551012"
"L970512","X551631","L852033",NA,"12_88M"
"L970511","X552229","X551012","X551012","X551012"
"L970513","X551631","L852033",NA,"12_88M"
"L970515","X552229","X551012","X551012","X551012"
"L970510","X551631","X551012",NA,"12_88M"
"12_88LR","X552229","X551012","X551012","X551012"
"L970514","X552229","X551012","X551012","X551012"
"L970504","X552354","L852033","X551534","X551534"
"L970508","X552354","X551534","X551534","X551534"
"L970505","X552354","X551534","X551534","X551534"
"L970507","X552354","X551534","X551534","X551534"
"L970506","X552354","X551534","X551534","X551534"
"L970503","X552354","X551534","X551534","X551534"
"L970509","X552354","X551534","X551534","X551534"
"L970502","X552354","X551534","X551534","X551534"
"L970497","L298525","X552070","X552070","X552070"
"L970494","L298525","X552070","X552070","X552070"
"L970500","L298525","X552070","X552070","X552070"
"L970496","L298525","X552070","X552070","X552070"
"L970501","X552352","L298886","L298886","L298886"
"L970499","X552352","L298886","L298886","L298886"
"L970495","L298525","X552070","X552070","X552070"
"L970498","L298525","X552070","X552070","X552070"
"L970491","X551775","L002029","L002029","L002029"
"L970487","L002223","L298887","L298887","L298887"
"L970486","L002223","L298887","L298887","L298887"
"L970489","X551775","L002029","L002029","L002029"
"L970484","X551775","L002029","L002029","L002029"
"L970488","L002223","L298527","L298887","L298887"
"L970490","X551775","L002029","L002029","L002029"
"L970493","X551775","L002029","L002029","L002029"
"L970485","X551775","L002029","L002029","L002029"
"L970492","X551775","L002029","L002029","L002029"
"L970483","L969537","X551131","X551131","X551131"
"L970479","L852210","X551139","X551139","X551139"
"L970478","L852210","L298818","X551139","X551139"
"L970482","L969537","X551131","X551131","X551131"
"L970480","L852210","X551139","X551139","X551139"
"L970477","L969537","P865483","X551131","X551131"
"L970481","L852210","X551139","X551139","X551139"
"L970543","X552107","L298818","L298818","L298818"
"L970546","X552355","L852126","L298660","L298660"
"L970549","X552107","L298818","L298818","L298818"
"L970541","X552355","L298660","L298660","L298660"
"L970547","X552107","L298818","L298818","L298818"
"L970548","X552107","L298818","L298818","L298818"
"L970542","X552355","L298660","L298660","L298660"
"L970545","X552355","L298660","L298660","L298660"
"L970544","X552107","L298818","L298818","L298818"
"L970558","X551619","12_C53","P865483","P865483"
"L970561","X552265","L298884","L298884","L298884"
"L970562","X551619","P865483","P865483","P865483"
"L970560","X551619","P865483","P865483","P865483"
"L970564","X552265","L298884","L298884","L298884"
"L970557","X551619","P865483","P865483","P865483"
"L970559","X551619","12_C53","P865483","P865483"
"L970563","X552265","L298884","L298884","L298884"
"L970550","X552276","X552356","X552356","X552356"
"L970554","X552276","X552356","X552356","X552356"
"L970555","X552276","X552356","X552356","X552356"
"L970552","X552265","L298884","L298884","L298884"
"L970551","X552265","L298884","L298884","L298884"
"L970553","X552265","X552356","L298884","L298884"
"L970556","X552265","L298884","L298884","L298884"
"L970532","L852019","X551685","X551685","X551685"
"L970533","L852019","X551685","X551685","X551685"
"L970539","12_127F","L298545","L298545","L298545"
"L970530","L852019","X551685","X551685","X551685"
"L970534","12_127F","L298545","L298545","L298545"
"L970531","12_127F","L298545","L298545","L298545"
"L970537","12_127F","L298545","L298545","L298545"
"L970535","12_127F","L298545","L298545","L298545"
"L970538","12_127F","L298545","L298545","L298545"
"L970540","12_127F","L298545","L298545","L298545"
"L970536","12_127F","L298545","L298545","L298545"
"12_92R","P865311","L002123","L002123","L002123"
"L970575","L852164","X552322",NA,"12_143M"
"L970576","L852164","12_C2",NA,"12_143M"
"L970577","L852164","12_C2",NA,"12_143M"
"12_92A","P865311","L002123","L002123","L002123"
"L970566","X551775","L002029","L002029","L002029"
"L970571","X551775","L002029","L002029","L002029"
"L970572","X551519","L298527","L298527","L298527"
"L970574","X551775","L298887","L002029","L002029"
"L970573","X551519","L298527","L298527","L298527"
"L970569","X551519","L298527","L298527","L298527"
"L970570","X551519","L298527","L298527","L298527"
"L970568","X551519","L298527","L298527","L298527"
"L970565","X551519","L298527","L298527","L298527"
"L970567","X551519","L298527","L298527","L298527"
"L970578","X552357","L002029",NA,"12_147M"
"L970579","X552357","L298886",NA,"12_147M"
"L970581","X552357","L298886",NA,"12_147M"
"L970582","X552357","P865490",NA,"12_147M"
"L970580","X552357","P865490",NA,"12_147M"
"L970585","X552355","L298660","L298660","L298660"
"L970584","X552107","L298818","L298818","L298818"
"L970587","X552355","L298660","L298660","L298660"
"L970583","X552355","L298660","L298660","L298660"
"L970586","X552107","L298818","L298818","L298818"
"L970588","X552355","L298660","L298660","L298660"
"L970589","X552107","L298818","L298818","L298818"
"12_115RT","X552107","L298818","L298818","L298818"
"L970591","12_172F","L298887",NA,"12_172M"
"L970590","12_172F","12_C56",NA,"12_172M"
"L970592","12_172F","L002029",NA,"12_172M"
"12_172LB","12_172F","12_C5",NA,"12_172M"
"L970596","L002146","X552070",NA,"12_148M"
"L970598","L002146","P865490",NA,"12_148M"
"L970594","L298525","X552070","X552070","X552070"
"L970599","L002146","P865490",NA,"12_148M"
"L970593","L298525","X552070","X552070","X552070"
"12_148LR","L298525","X552070","X552070","X552070"
"L970595","L002146","P865490",NA,"12_148M"
"12_148LT","L002146","P865490",NA,"12_148M"
"L970597","L002146","P865490",NA,"12_148M"
"12_148N","L002146","P865490",NA,"12_148M"
"L970610","12_A37F","12_C6",NA,"12_A37M"
"L970613","12_180F","12_C58","X552358","X552358"
"L970612","12_180F","12_C58","X552358","X552358"
"L970609","12_A37F","12_C6",NA,"12_A37M"
"L970608","12_180F","12_C58","X552358","X552358"
"L970611","12_A37F","12_C6",NA,"12_A37M"
"12_180N","12_A37F","12_C6",NA,"12_A37M"
"L970606","X552261","12_C57",NA,"12_150M"
"L970602","X552261","12_C57",NA,"12_150M"
"L970607","X552261","X552346",NA,"12_150M"
"L970604","X552261","12_C57",NA,"12_150M"
"L970601","X552261","X552346",NA,"12_150M"
"L970605","X552261","L298555",NA,"12_150M"
"L970600","X552261","12_C57",NA,"12_150M"
"L970603","X552261","12_C57",NA,"12_150M"
"12_150RT","X552261","L298555",NA,"12_150M"
"12_150N","X552261","L298555",NA,"12_150M"
"12_146L","L852164","12_C2",NA,"12_146M"
"12_146R","L852164","X552346",NA,"12_146M"
"12_146B","L852164","12_C2",NA,"12_146M"
"12_146LB","L852164","X552346",NA,"12_146M"
"12_146RB","L852164","X552337",NA,"12_146M"
"12_146LR","L852164","12_C2",NA,"12_146M"
"12_146A","L852164","12_C2",NA,"12_146M"
"12_146N","L852164","12_C2",NA,"12_146M"
"L970614","X552377","12_C13",NA,"12_A39bM"
"L970615","X552377","12_C13",NA,"12_A39bM"
"L970616","X552377","12_C13",NA,"12_A39bM"
"L970617","X552377","12_C13",NA,"12_A39bM"
"12_159L","X552175","L298555",NA,"12_159M"
"12_159R","X552175","L298555",NA,"12_159M"
"12_159B","X552175","L298555",NA,"12_159M"
"12_159LB","X552175","L298555",NA,"12_159M"
"12_159LR","X552175","12_C4",NA,"12_159M"
"12_159LT","X552175","L298555",NA,"12_159M"
"12_159N","X552175","12_C4",NA,"12_159M"
"12_A21E02","12_A21F","12_C18",NA,"12_A21M"
"12_A21E05","12_A21F","X552200",NA,"12_A21M"
"12_A21E06","X552188","X552051","X552051","X552051"
"12_A19E01","12_A14F","12_C17",NA,"12_A14M"
"12_A42E05","X552181","X552172","X552172","X552172"
"12_A15E06","X552185","X552178","X552178","X552178"
"12_A21E08","X552188","X552051","X552051","X552051"
"12_A39E01","X552296","12_C22","X552295","X552295"
"12_A9E06","X552181","X552172","X552172","X552172"
"12_A24E06","X552285","L298521","L298521","L298521"
"12_A39E02","X552377","12_C13",NA,"12_A39M"
"12_A21E11","12_A21F","12_C18",NA,"12_A21M"
"12_A41E01","12_A41F","12_C23",NA,"12_A41M"
"12_A14E05","X551570","12_C14","L298635","L298635"
"12_A39E04","X552377","12_C13",NA,"12_A39M"
"12_A39E05","X552296","X552295","X552295","X552295"
"12_A21E13","12_A21F","12_C18",NA,"12_A21M"
"12_A12E06","X552049","12_C12","X552084","X552084"
"12_A21E14","12_A21F","12_C18",NA,"12_A21M"
"12_A24E10","X552285","X552200","L298521","L298521"
"12_A39E06","X552377","12_C13",NA,"12_A39M"
"12_A39E07","X552296","X552295","X552295","X552295"
"12_A45E06","X552300","X552299","X552299","X552299"
"12_A39E08","X552377","12_C13",NA,"12_A39M"
"12_A45E07","X552300","X552299","X552299","X552299"
"12_A22E05","X552247","12_C19","X552198","X552198"
"12_A39E09","X552377","12_C13",NA,"12_A39M"
"12_A39E10","X552377","12_C13",NA,"12_A39M"
"12_A39E11","X552377","12_C13",NA,"12_A39M"
"12_101E01","P865325","L969194","L969194","L969194"
"12_A39E12","X552377","12_C13",NA,"12_A39M"
"12_63E01","X551239","X552312","X552312","X552312"
"12_101E02","X552397","L969098",NA,"12_101M"
"12_101E04","X552397","L969098",NA,"12_101M"
"12_7E11","X552317","X551755","X551755","X551755"
"12_92E01","L852164","12_C2",NA,"12_143M"
"12_69E01","X552258","L852206","L852206","L852206"
"12_101E06","X552397","L969098",NA,"12_101M"
"12_A1E11","X552310","X552311","X552311","X552311"
"12_161E11","L002176","X552337","X552337","X552337"
"12_101E07","P865325","L969194","L969194","L969194"
"12_A23E13","12_A23F","X551842","X551842","X551842"
"12_67E06","X552339","12_C9","X551528","X551528"
"12_96E02","12_96F","12_C10",NA,"12_96M"
"12_108E03","X552120","X552070",NA,"12_125M"
"12_137E03","L852176","L852137","L852137","L852137"
"12_30E09","X552313","L298889","L298889","L298889"
"12_120E03","12_104F","X552386",NA,"12_104M"
"12_165E12","X552315","L852046","L852046","L852046"
"12_67E10","X552339","12_C9","X551528","X551528"
"12_98E08","L852185","12_C11","X552350","X552350"
"12_158E07","L298937","L969420","L969420","L969420"
"12_109E06","X552265","L298884","L298884","L298884"
"12_90E09","L002248","L002123","L002123","L002123"
"12_106E08","X552257","X552345","X552345","X552345"
"12_172E02","12_172F","L298887",NA,"12_172M"
"12_13E11","X552348","L298635","L298635","L298635"
"12_96E13","12_96F","L852033",NA,"12_96M"
"12_96E15","12_96F","L852033",NA,"12_96M"
"12_96E16","12_96F","L852033",NA,"12_96M"
"12_96E17","12_96F","L852033",NA,"12_96M"
"12_64E01","12_64F","X552401",NA,"12_64M"
"12_64E02","12_64F","X552401",NA,"12_64M"
"12_64E03","12_64F","X552401",NA,"12_64M"
"12_64E04","12_64F","X551786",NA,"12_64M"
"12_64E05","12_64F","X552401",NA,"12_64M"
"12_64E06","12_64F","X552401",NA,"12_64M"
"12_64E07","12_64F","X552401",NA,"12_64M"
"12_A21E01","X552188","X552051","X552051","X552051"
"12_A14E01","X551570","L298635","L298635","L298635"
"12_A25E07","X552183","X552146","X552146","X552146"
"12_A11E01","X552142","X552303","X552303","X552303"
"12_A11E02","X552308","12_A11M",NA,"12_A11M"
"12_A5E01","X552049","X552084","X552084","X552084"
"12_A16E07","X552185","X552178","X552178","X552178"
"12_A42E06","12_A42F","12_A42M",NA,"12_A42M"
"12_A14E03","X551570","L298635","L298635","L298635"
"12_A14E04","12_A14F","12_A14M",NA,"12_A14M"
"12_A9E07","X552191","X552206","X552206","X552206"
"12_A11E03","X552142","X552303","X552303","X552303"
"12_A21E10","X552188","X552051","X552051","X552051"
"12_A39E03","X552296","X552295","X552295","X552295"
"12_A11E04","X552308","12_A11M",NA,"12_A11M"
"12_A5E03","X552049","X552084","X552084","X552084"
"12_A38E06","X552287","X552286","X552286","X552286"
"12_A11E05","X552308","12_A11M",NA,"12_A11M"
"12_A14E06","12_A14F","12_A14M",NA,"12_A14M"
"12_A11E06","X552308","12_A11M",NA,"12_A11M"
"12_A19E07","12_A14F","12_A14M",NA,"12_A14M"
"12_A22E02","12_A22F","12_A22M",NA,"12_A22M"
"12_7E01","X552187","X552306","X552306","X552306"
"12_A14E07","X551570","L298635","L298635","L298635"
"12_A14E08","12_A14F","12_A14M",NA,"12_A14M"
"12_121E01","12_A23F","X551842","X551842","X551842"
"12_7E02","X552317","X551755","X551755","X551755"
"12_A22E03","X552247","X552198","X552198","X552198"
"12_161E01","12_A46F","12_A46M",NA,"12_A46M"
"12_A33E11","X552291","X552290","X552290","X552290"
"12_161E02","L002176","X552337","X552337","X552337"
"12_33E02","X552316","X551770","X551770","X551770"
"12_A35E01","12_14F","12_14M",NA,"12_14M"
"12_19E08","X552247","X552198","X552198","X552198"
"12_4E06","L002076","L852163","L852163","L852163"
"12_46E01","X552313","L298889","L298889","L298889"
"12_6E03","X552211","12_50M",NA,"12_50M"
"12_A23E08","12_A23F","X551842","X551842","X551842"
"12_A3E01","X552269","L002177","L002177","L002177"
"12_93E01","X552204","12_85M",NA,"12_85M"
"12_101E03","P865325","L969194","L969194","L969194"
"12_A23E09","12_A23F","X551842","X551842","X551842"
"12_A27E01","12_A27F","12_A27M",NA,"12_A27M"
"12_A27E02","12_A27F","12_A27M",NA,"12_A27M"
"12_143E01","L852185","X552350","X552350","X552350"
"12_166E02","X552338","X552322","X552322","X552322"
"12_101E05","P865325","L969194","L969194","L969194"
"12_A11E17","X552308","12_A11M",NA,"12_A11M"
"12_A20E12","X552153","12_A20M",NA,"12_A20M"
"12_A27E03","12_A27F","12_A27M",NA,"12_A27M"
"12_67E04","X552339","X551528","X551528","X551528"
"12_112E01","X552272","12_69M",NA,"12_69M"
"12_59E01","12_112F","12_112M",NA,"12_112M"
"12_143E02","L852164","12_143M",NA,"12_143M"
"12_A27E04","12_A27F","12_A27M",NA,"12_A27M"
"12_155E01","12_96F","12_96M",NA,"12_96M"
"12_96E01","L852176","L852137","L852137","L852137"
"12_143E03","L852164","12_143M",NA,"12_143M"
"12_A14bE02","X552353","12_A14bM",NA,"12_A14bM"
"12_A27E05","12_A27F","12_A27M",NA,"12_A27M"
"12_104E01","12_55F","12_55M",NA,"12_55M"
"12_112E03","X552272","12_69M",NA,"12_69M"
"12_179E01","L969199","12_100M",NA,"12_100M"
